Planning_Region,Tenure_Type,Tenure_Length,Unit_Age,Residual_Life,Res_Floor_No,1KM_Cat1_School_Count,1KM_Cat2_School_Count,1KM_Cat3_School_Count,MRT_within_1Q,Area_SQFT,Unit_Price_PSF
North East Region,99 yrs,99,4,95,14,1,0,2,1,430.56,1621
West Region,99 yrs,99,2,97,9,0,0,2,0,990.29,969
West Region,99 yrs,99,3,96,11,0,1,0,1,1087.16,1074
North East Region,99 yrs,99,6,93,6,0,0,5,6,753.48,1022
North East Region,99 yrs,99,6,93,11,0,0,5,6,1474.67,963
Central Region,99 yrs,99,10,89,1,0,0,0,,2335.79,1327
Central Region,99 yrs,99,10,89,6,0,0,0,,2163.56,2028
Central Region,99 yrs,99,4,95,1,0,0,4,1,1743.77,2244
Central Region,99 yrs,99,4,95,3,0,0,4,1,958,2283
Central Region,99 yrs,99,4,95,5,0,0,4,1,1883.7,1968
Central Region,999 yrs,999,23,999,1,0,1,0,1,1776.06,1581
Central Region,999 yrs,999,23,999,2,0,1,0,1,1323.97,1699
Central Region,999 yrs,999,23,999,4,0,1,0,1,1582.31,1738
Central Region,999 yrs,999,23,999,5,0,1,0,1,882.65,1722
Central Region,999 yrs,999,23,999,5,0,1,0,1,1582.31,1762
Central Region,999 yrs,999,23,999,6,0,1,0,1,1582.31,1757
Central Region,999 yrs,999,23,999,7,0,1,0,1,1603.84,1726
Central Region,999 yrs,999,23,999,8,0,1,0,1,1323.97,1888
Central Region,999 yrs,999,23,999,8,0,1,0,1,1313.21,1826
Central Region,999 yrs,999,23,999,9,0,1,0,1,2691,1680
Central Region,999 yrs,999,23,999,9,0,1,0,1,1323.97,1850
Central Region,999 yrs,999,23,999,10,0,1,0,1,1571.54,1750
Central Region,999 yrs,999,23,999,16,0,1,0,1,3100.03,1670
Central Region,999 yrs,999,8,999,17,0,0,0,3,4477.82,3908
Central Region,999 yrs,999,8,999,28,0,0,0,3,4477.82,4913
Central Region,999 yrs,999,8,999,32,0,0,0,3,11097.68,4686
Central Region,999 yrs,999,11,999,2,0,0,0,0,1829.88,1749
Central Region,999 yrs,999,11,999,3,0,0,0,0,1829.88,1694
Central Region,999 yrs,999,11,999,5,0,0,0,0,1829.88,1667
Central Region,999 yrs,999,11,999,7,0,0,0,0,1829.88,1629
Central Region,999 yrs,999,11,999,8,0,0,0,0,1829.88,1831
Central Region,999 yrs,999,18,999,3,0,2,2,1,1377.79,1579
Central Region,999 yrs,999,18,999,9,0,2,2,1,1377.79,1542
Central Region,999 yrs,999,18,999,12,0,2,2,1,1205.57,1493
Central Region,999 yrs,999,18,999,15,0,2,2,1,1377.79,1470
Central Region,999 yrs,999,18,999,21,0,2,2,1,1410.08,1418
Central Region,999 yrs,999,18,999,24,0,2,2,1,1108.69,1443
Central Region,999 yrs,999,18,999,27,0,2,2,1,1377.79,1611
Central Region,999 yrs,999,11,999,7,0,4,0,0,1872.94,1335
Central Region,999 yrs,999,11,999,8,0,4,0,0,1872.94,1361
Central Region,999 yrs,999,11,999,9,0,4,0,0,1528.49,1276
Central Region,999 yrs,999,11,999,12,0,4,0,0,1054.87,1484
Central Region,999 yrs,999,11,999,16,0,4,0,0,1399.32,1301
Central Region,999 yrs,999,11,999,18,0,4,0,0,1054.87,1486
Central Region,999 yrs,999,11,999,19,0,4,0,0,1399.32,1358
Central Region,999 yrs,999,11,999,23,0,4,0,0,1528.49,1387
Central Region,999 yrs,999,11,999,24,0,4,0,0,1399.32,1365
Central Region,999 yrs,999,11,999,24,0,4,0,0,1872.94,1378
Central Region,999 yrs,999,11,999,26,0,4,0,0,1625.36,1384
Central Region,999 yrs,999,11,999,27,0,4,0,0,1872.94,1388
Central Region,999 yrs,999,11,999,28,0,4,0,0,1528.49,1459
Central Region,999 yrs,999,11,999,31,0,4,0,0,1625.36,1507
Central Region,999 yrs,999,9,999,10,0,1,1,0,904.18,1585
Central Region,999 yrs,999,9,999,11,0,1,1,0,473.62,1700
Central Region,999 yrs,999,9,999,21,0,1,1,0,1367.03,1536
Central Region,999 yrs,999,9,999,22,0,1,1,0,904.18,1535
Central Region,999 yrs,999,9,999,24,0,1,1,0,1367.03,1405
Central Region,999 yrs,999,9,999,26,0,1,1,0,1367.03,1463
Central Region,999 yrs,999,9,999,28,0,1,1,0,2787.88,951
Central Region,999 yrs,999,9,999,28,0,1,1,0,3110.8,916
East Region,999 yrs,999,54,999,,0,1,3,0,1097.93,1030
East Region,999 yrs,999,54,999,,0,1,3,0,1140.98,1017
Central Region,999 yrs,999,46,999,7,0,0,1,1,2766.35,1442
Central Region,999 yrs,999,46,999,9,0,0,1,1,2766.35,1330
Central Region,999 yrs,999,13,999,3,0,0,1,1,1216.33,1727
Central Region,999 yrs,999,13,999,5,0,0,1,1,1216.33,1906
Central Region,999 yrs,999,13,999,19,0,0,1,1,1410.08,1833
Central Region,999 yrs,999,13,999,22,0,0,1,1,2723.29,1395
East Region,999 yrs,999,8,999,2,0,0,1,0,1033.34,1006
East Region,999 yrs,999,8,999,8,0,0,1,0,914.94,994
East Region,99 yrs,99,36,63,2,0,2,0,0,1033.34,798
East Region,99 yrs,99,16,83,9,0,0,1,0,2680.24,784
North East Region,99 yrs,99,12,87,13,0,0,2,1,1420.85,1000
North East Region,99 yrs,99,12,87,17,0,0,2,1,1248.62,1009
North East Region,999 yrs,999,7,999,2,0,1,0,0,441.32,1360
North East Region,999 yrs,999,7,999,2,0,1,0,0,419.8,1382
North East Region,999 yrs,999,7,999,3,0,1,0,0,376.74,1407
North East Region,999 yrs,999,7,999,5,0,1,0,0,785.77,1075
North East Region,999 yrs,999,7,999,5,0,1,0,0,742.72,1077
Central Region,999 yrs,999,23,999,2,1,0,1,0,1410.08,1206
Central Region,999 yrs,999,23,999,3,1,0,1,0,1700.71,1235
Central Region,999 yrs,999,23,999,8,1,0,1,0,1399.32,1408
Central Region,999 yrs,999,23,999,8,1,0,1,0,1033.34,1306
Central Region,999 yrs,999,4,999,1,0,0,2,7,559.73,2055
Central Region,999 yrs,999,4,999,1,0,0,2,7,548.96,2150
Central Region,999 yrs,999,4,999,5,0,0,2,7,527.44,2275
Central Region,999 yrs,999,11,999,12,0,1,0,2,1765.3,1898
Central Region,999 yrs,999,11,999,14,0,1,0,2,570.49,2217
Central Region,999 yrs,999,11,999,16,0,1,0,2,1377.79,1945
Central Region,999 yrs,999,11,999,18,0,1,0,2,1367.03,2034
Central Region,999 yrs,999,11,999,23,0,1,0,2,1377.79,1960
Central Region,999 yrs,999,11,999,24,0,1,0,2,1377.79,2010
Central Region,999 yrs,999,11,999,26,0,1,0,2,1377.79,2053
Central Region,999 yrs,999,11,999,26,0,1,0,2,1765.3,2050
Central Region,999 yrs,999,11,999,26,0,1,0,2,1367.03,1988
Central Region,99 yrs,99,16,83,3,0,1,0,0,1173.28,1952
Central Region,999 yrs,999,16,999,5,0,1,0,1,1463.9,1776
Central Region,999 yrs,999,16,999,14,0,1,0,1,1625.36,1815
Central Region,999 yrs,999,16,999,23,0,1,0,1,1743.77,1835
Central Region,999 yrs,999,6,999,2,0,0,1,1,495.14,1148
Central Region,999 yrs,999,6,999,5,0,0,1,1,473.62,1246
Central Region,999 yrs,999,6,999,6,0,0,1,1,495.14,1282
East Region,999 yrs,999,6,999,3,0,1,2,0,635.08,1575
East Region,999 yrs,999,6,999,4,0,1,2,0,936.47,1709
Central Region,999 yrs,999,13,999,6,0,1,1,1,1646.89,1852
Central Region,999 yrs,999,13,999,19,0,1,1,1,1410.08,2021
Central Region,99 yrs,99,5,94,12,0,1,0,3,1044.11,1572
Central Region,99 yrs,99,5,94,18,0,1,0,3,495.14,1585
Central Region,99 yrs,99,5,94,20,0,1,0,3,1044.11,1547
Central Region,99 yrs,99,5,94,21,0,1,0,3,1582.31,1302
Central Region,99 yrs,99,5,94,21,0,1,0,3,1065.64,1239
Central Region,99 yrs,99,5,94,21,0,1,0,3,1582.31,1251
Central Region,999 yrs,999,15,999,5,0,0,0,1,1334.74,1611
North East Region,99 yrs,99,5,94,3,0,1,0,1,1194.8,978
Central Region,999 yrs,999,19,999,17,0,1,0,0,2142.04,1881
Central Region,999 yrs,999,17,999,6,0,0,0,0,1205.57,1991
Central Region,999 yrs,999,17,999,6,0,0,0,0,818.06,2200
Central Region,999 yrs,999,17,999,8,0,0,0,0,1205.57,1883
Central Region,999 yrs,999,17,999,10,0,0,0,0,818.06,1895
Central Region,999 yrs,999,22,999,2,0,0,2,0,1184.04,1424
Central Region,999 yrs,999,27,999,1,0,0,0,0,1819.12,1271
Central Region,999 yrs,999,27,999,2,0,0,0,0,2551.07,1576
Central Region,999 yrs,999,27,999,6,0,0,0,0,2551.07,1504
Central Region,999 yrs,999,28,999,1,0,1,3,1,678.13,1162
Central Region,999 yrs,999,15,999,2,0,0,2,0,990.29,1099
Central Region,999 yrs,999,9,999,2,0,0,2,1,1130.22,1239
Central Region,999 yrs,999,9,999,5,0,0,2,1,2206.62,1133
East Region,99 yrs,99,12,87,2,0,0,1,2,1227.1,974
East Region,99 yrs,99,12,87,12,0,0,1,2,947.23,1161
East Region,99 yrs,99,25,74,3,0,0,0,0,968.76,908
East Region,99 yrs,99,25,74,4,0,0,0,0,958,939
East Region,99 yrs,99,25,74,6,0,0,0,0,936.47,1025
East Region,99 yrs,99,18,81,5,4,0,0,0,1474.67,1193
East Region,99 yrs,99,18,81,9,4,0,0,0,1560.78,1185
East Region,99 yrs,99,18,81,19,4,0,0,0,1754.53,1368
East Region,99 yrs,99,10,89,2,0,0,2,0,1323.97,718
East Region,99 yrs,99,10,89,3,0,0,2,0,1323.97,831
East Region,99 yrs,99,10,89,5,0,0,2,0,1410.08,823
East Region,99 yrs,99,10,89,14,0,0,2,0,1270.15,850
East Region,99 yrs,99,10,89,16,0,0,2,0,1410.08,886
West Region,99 yrs,99,18,81,4,0,0,2,1,1323.97,755
West Region,99 yrs,99,18,81,8,0,0,2,1,936.47,844
West Region,99 yrs,99,18,81,23,0,0,2,1,1323.97,816
West Region,99 yrs,99,18,81,27,0,0,2,1,1054.87,882
West Region,99 yrs,99,20,79,3,1,0,0,0,1033.34,915
Central Region,99 yrs,99,14,85,4,0,0,2,0,1033.34,1500
Central Region,99 yrs,99,14,85,5,0,0,2,0,882.65,1495
Central Region,99 yrs,99,14,85,10,0,0,2,0,1280.92,1421
Central Region,99 yrs,99,14,85,15,0,0,2,0,1280.92,1421
Central Region,99 yrs,99,14,85,18,0,0,2,0,1280.92,1429
Central Region,999 yrs,999,15,999,1,0,1,0,1,1011.82,2273
Central Region,999 yrs,999,15,999,9,0,1,0,1,979.52,2091
Central Region,999 yrs,999,15,999,11,0,1,0,1,1722.24,2041
Central Region,999 yrs,999,17,999,1,2,2,0,0,1119.46,1295
Central Region,999 yrs,999,10,999,9,0,0,2,0,839.59,1251
East Region,99 yrs,99,23,76,3,0,0,0,2,1173.28,912
East Region,99 yrs,99,23,76,3,0,0,0,2,1173.28,895
East Region,99 yrs,99,23,76,4,0,0,0,2,1173.28,912
East Region,99 yrs,99,5,94,2,0,0,1,0,1463.9,929
North East Region,999 yrs,999,3,999,7,0,2,0,0,882.65,1360
North East Region,99 yrs,99,6,93,9,0,0,1,0,893.41,1069
North East Region,99 yrs,99,6,93,10,0,0,1,0,1054.87,1043
North East Region,99 yrs,99,6,93,11,0,0,1,0,893.41,1066
North East Region,99 yrs,99,19,80,5,0,0,1,2,1205.57,655
North East Region,99 yrs,99,19,80,9,0,0,1,2,1205.57,693
North East Region,99 yrs,99,19,80,12,0,0,1,2,1184.04,726
North East Region,999 yrs,999,10,999,3,0,0,1,0,1119.46,1090
Central Region,999 yrs,999,43,999,9,0,1,0,0,2238.91,1175
Central Region,999 yrs,999,43,999,9,0,1,0,0,2088.22,1212
West Region,99 yrs,99,21,78,7,0,1,2,1,1237.86,677
West Region,999 yrs,999,19,999,4,0,0,1,1,990.29,1220
West Region,999 yrs,999,19,999,7,0,0,1,1,990.29,1230
West Region,999 yrs,999,31,999,3,0,0,3,1,1227.1,1141
North East Region,999 yrs,999,14,999,1,1,1,1,1,1302.44,1235
North East Region,999 yrs,999,14,999,2,1,1,1,1,968.76,1326
North East Region,999 yrs,999,14,999,3,1,1,1,1,1237.86,1309
North East Region,999 yrs,999,14,999,3,1,1,1,1,1248.62,1304
West Region,999 yrs,999,13,999,2,0,0,0,0,1313.21,1279
Central Region,999 yrs,999,13,999,12,0,0,2,1,1420.85,1689
Central Region,999 yrs,999,13,999,14,0,0,2,1,1420.85,1612
Central Region,999 yrs,999,13,999,15,0,0,2,1,979.52,1787
Central Region,999 yrs,999,13,999,24,0,0,2,1,979.52,1807
Central Region,999 yrs,999,13,999,30,0,0,2,1,1420.85,1688
Central Region,999 yrs,999,13,999,31,0,0,2,1,1420.85,1900
Central Region,999 yrs,999,13,999,33,0,0,2,1,979.52,1889
Central Region,999 yrs,999,13,999,34,0,0,2,1,1420.85,2006
Central Region,999 yrs,999,13,999,35,0,0,2,1,4531.64,1147
Central Region,99 yrs,99,47,52,10,0,0,1,1,2228.15,561
Central Region,99 yrs,99,47,52,15,0,0,1,1,2195.86,664
Central Region,999 yrs,999,11,999,3,0,1,1,3,2045.16,1946
Central Region,999 yrs,999,12,999,3,0,0,1,0,2389.61,1841
Central Region,999 yrs,999,13,999,3,0,0,0,0,2906.28,2047
Central Region,999 yrs,999,31,999,3,0,1,1,0,1248.62,1683
Central Region,999 yrs,999,31,999,5,0,1,1,0,1679.18,1846
Central Region,999 yrs,999,42,999,,0,0,0,0,1151.75,1314
Central Region,999 yrs,999,9,999,1,0,1,0,0,1754.53,1453
Central Region,999 yrs,999,9,999,5,0,1,0,0,1011.82,1687
Central Region,999 yrs,999,9,999,7,0,1,0,0,1011.82,1680
Central Region,999 yrs,999,9,999,8,0,1,0,0,1593.07,1688
Central Region,999 yrs,999,9,999,9,0,1,0,0,1593.07,1707
Central Region,999 yrs,999,9,999,11,0,1,0,0,1044.11,1714
Central Region,999 yrs,999,9,999,19,0,1,0,0,1550.02,1742
Central Region,999 yrs,999,9,999,20,0,1,0,0,1044.11,1757
Central Region,999 yrs,999,9,999,20,0,1,0,0,1011.82,1799
Central Region,99 yrs,99,41,58,1,0,1,0,0,2744.82,867
Central Region,99 yrs,99,41,58,1,0,1,0,0,2744.82,893
Central Region,99 yrs,99,41,58,3,0,1,0,0,2895.52,684
Central Region,99 yrs,99,41,58,3,0,1,0,0,2895.52,846
Central Region,999 yrs,999,37,999,6,0,0,0,0,1657.66,1086
Central Region,999 yrs,999,37,999,15,0,0,0,0,1657.66,1013
East Region,999 yrs,999,38,999,,0,1,0,1,1388.56,892
East Region,999 yrs,999,13,999,5,0,1,1,0,1926.76,991
East Region,999 yrs,999,13,999,5,0,1,1,0,1410.08,1064
Central Region,999 yrs,999,30,999,,0,1,3,0,1184.04,1113
North East Region,999 yrs,999,17,999,9,0,0,3,1,1463.9,1469
North East Region,999 yrs,999,17,999,9,0,0,3,1,1162.51,1548
Central Region,99 yrs,99,6,93,16,0,1,0,2,968.76,1321
West Region,999 yrs,999,23,999,8,0,0,0,0,1722.24,1060
West Region,999 yrs,999,23,999,8,0,0,0,0,1453.14,1000
West Region,999 yrs,999,23,999,9,0,0,0,0,1280.92,1054
West Region,999 yrs,999,23,999,10,0,0,0,0,1001.05,1143
West Region,99 yrs,99,7,92,6,1,1,1,1,1216.33,1209
West Region,99 yrs,99,7,92,7,1,1,1,1,1216.33,1192
West Region,99 yrs,99,7,92,8,1,1,1,1,1001.05,1329
West Region,99 yrs,99,7,92,16,1,1,1,1,1001.05,1354
Central Region,99 yrs,99,10,89,5,0,0,0,1,3853.51,1518
Central Region,99 yrs,99,17,82,4,0,0,0,0,6135.48,1059
Central Region,99 yrs,99,8,91,6,0,0,1,0,5608.04,678
Central Region,99 yrs,99,4,95,5,0,0,1,1,473.62,1731
Central Region,99 yrs,99,4,95,8,0,0,1,1,462.85,1761
Central Region,99 yrs,99,4,95,8,0,0,1,1,462.85,1757
Central Region,99 yrs,99,4,95,12,0,0,1,1,699.66,1829
Central Region,99 yrs,99,4,95,13,0,0,1,1,904.18,1845
Central Region,99 yrs,99,4,95,16,0,0,1,1,462.85,1811
Central Region,99 yrs,99,4,95,19,0,0,1,1,753.48,1818
Central Region,99 yrs,99,4,95,23,0,0,1,1,462.85,1854
Central Region,99 yrs,99,4,95,28,0,0,1,1,462.85,1847
Central Region,99 yrs,99,4,95,33,0,0,1,1,688.9,1880
Central Region,99 yrs,99,4,95,35,0,0,1,1,473.62,1985
Central Region,99 yrs,99,4,95,36,0,0,1,1,699.66,1901
Central Region,999 yrs,999,16,999,5,0,0,2,1,505.91,1437
Central Region,999 yrs,999,13,999,1,0,1,2,0,1463.9,1243
Central Region,999 yrs,999,13,999,5,0,1,2,0,1044.11,1437
Central Region,999 yrs,999,13,999,17,0,1,2,0,1291.68,1610
Central Region,999 yrs,999,14,999,13,0,1,1,4,1140.98,1972
Central Region,999 yrs,999,12,999,3,0,0,0,0,1356.26,1733
Central Region,999 yrs,999,12,999,3,0,0,0,0,1356.26,1711
Central Region,99 yrs,99,5,94,9,0,0,1,1,1173.28,1381
Central Region,99 yrs,99,5,94,13,0,0,1,1,1033.34,1403
Central Region,99 yrs,99,5,94,14,0,0,1,1,1173.28,1406
Central Region,99 yrs,99,5,94,16,0,0,1,1,1033.34,1403
East Region,999 yrs,999,5,999,4,0,1,2,1,1184.04,1647
East Region,99 yrs,99,22,77,1,0,0,0,1,1463.9,840
East Region,99 yrs,99,22,77,2,0,0,0,1,1130.22,1026
East Region,99 yrs,99,22,77,3,0,0,0,1,1248.62,1021
East Region,99 yrs,99,22,77,3,0,0,0,1,1248.62,1001
East Region,99 yrs,99,22,77,4,0,0,0,1,2023.63,812
East Region,99 yrs,99,7,92,1,0,1,1,0,1302.44,906
East Region,99 yrs,99,7,92,6,0,1,1,0,1108.69,961
East Region,99 yrs,99,7,92,7,0,1,1,0,1108.69,943
East Region,99 yrs,99,7,92,8,0,1,1,0,1108.69,947
East Region,99 yrs,99,7,92,10,0,1,1,0,882.65,986
East Region,99 yrs,99,18,81,5,0,0,1,1,861.12,906
North East Region,99 yrs,99,6,93,5,0,0,1,1,775.01,1419
North East Region,99 yrs,99,6,93,14,0,0,1,1,2142.04,1158
North East Region,99 yrs,99,15,84,5,0,0,0,1,1291.68,1092
North East Region,99 yrs,99,15,84,6,0,0,0,1,1291.68,1113
North East Region,99 yrs,99,15,84,13,0,0,0,1,1173.28,1151
Central Region,999 yrs,999,43,999,3,0,1,0,0,2508.01,1037
Central Region,999 yrs,999,8,999,3,1,0,1,1,1001.05,1478
West Region,999 yrs,999,22,999,5,0,0,0,1,1550.02,1205
West Region,999 yrs,999,22,999,9,0,0,0,1,1356.26,1128
West Region,999 yrs,999,19,999,8,0,0,0,0,1334.74,1011
West Region,999 yrs,999,19,999,10,0,0,0,0,3584.41,558
West Region,99 yrs,99,9,90,1,0,1,1,4,1270.15,896
West Region,99 yrs,99,9,90,4,0,1,1,4,1119.46,875
North East Region,99 yrs,99,5,94,10,0,1,3,4,1130.22,956
Central Region,99 yrs,99,10,89,4,0,0,0,0,1614.6,1554
Central Region,99 yrs,99,10,89,4,0,0,0,0,1603.84,1497
Central Region,99 yrs,99,10,89,7,0,0,0,0,1603.84,1621
Central Region,99 yrs,99,10,89,7,0,0,0,0,1851.41,1377
Central Region,99 yrs,99,10,89,8,0,0,0,0,1119.46,1429
Central Region,99 yrs,99,10,89,8,0,0,0,0,1076.4,1561
Central Region,999 yrs,999,13,999,3,0,0,0,1,1227.1,1288
Central Region,99 yrs,99,12,87,7,0,0,1,1,1420.85,1358
Central Region,99 yrs,99,12,87,10,0,0,1,1,1894.46,1478
Central Region,99 yrs,99,12,87,22,0,0,1,1,1033.34,1442
Central Region,99 yrs,99,12,87,22,0,0,1,1,1065.64,1491
Central Region,99 yrs,99,12,87,22,0,0,1,1,721.19,1491
Central Region,99 yrs,99,12,87,31,0,0,1,1,1894.46,1457
Central Region,99 yrs,99,12,87,36,0,0,1,1,1076.4,1533
Central Region,99 yrs,99,12,87,38,0,0,1,1,1033.34,1548
Central Region,99 yrs,99,12,87,43,0,0,1,1,785.77,1553
Central Region,999 yrs,999,27,999,3,0,1,0,1,1657.66,1448
Central Region,999 yrs,999,27,999,5,0,1,0,1,1356.26,1585
Central Region,999 yrs,999,7,999,3,0,0,0,2,1162.51,3424
Central Region,999 yrs,999,7,999,3,0,0,0,2,1162.51,3424
Central Region,999 yrs,999,7,999,4,0,0,0,2,3121.56,3364
Central Region,999 yrs,999,7,999,4,0,0,0,2,3121.56,3396
Central Region,999 yrs,999,7,999,5,0,0,0,2,2260.44,3747
Central Region,999 yrs,999,7,999,6,0,0,0,2,3153.85,3164
Central Region,999 yrs,999,7,999,7,0,0,0,2,2260.44,3297
Central Region,999 yrs,999,7,999,8,0,0,0,2,3153.85,3520
Central Region,999 yrs,999,7,999,8,0,0,0,2,3153.85,3393
Central Region,999 yrs,999,7,999,9,0,0,0,2,2260.44,3207
Central Region,999 yrs,999,7,999,15,0,0,0,2,2314.26,3327
Central Region,999 yrs,999,7,999,17,0,0,0,2,2260.44,3650
Central Region,999 yrs,999,7,999,18,0,0,0,2,3153.85,3674
Central Region,999 yrs,999,7,999,19,0,0,0,2,2260.44,3663
Central Region,999 yrs,999,7,999,19,0,0,0,2,2260.44,3663
Central Region,999 yrs,999,7,999,21,0,0,0,2,2260.44,3707
Central Region,999 yrs,999,7,999,22,0,0,0,2,2777.11,3810
Central Region,999 yrs,999,7,999,29,0,0,0,2,2260.44,4017
Central Region,999 yrs,999,7,999,31,0,0,0,2,2260.44,4105
Central Region,999 yrs,999,7,999,31,0,0,0,2,2260.44,4197
Central Region,999 yrs,999,7,999,34,0,0,0,2,7717.79,4146
Central Region,999 yrs,999,16,999,,4,4,0,0,3078.5,991
Central Region,999 yrs,999,11,999,4,1,1,0,1,914.94,1771
Central Region,999 yrs,999,8,999,1,0,0,1,2,2508.01,1894
Central Region,999 yrs,999,8,999,3,0,0,1,2,1474.67,2102
Central Region,999 yrs,999,8,999,3,0,0,1,2,688.9,1771
Central Region,999 yrs,999,8,999,3,0,0,1,2,1474.67,2089
Central Region,999 yrs,999,8,999,3,0,0,1,2,1959.05,2093
Central Region,999 yrs,999,8,999,4,0,0,1,2,1474.67,2170
Central Region,999 yrs,999,8,999,4,0,0,1,2,1474.67,2204
Central Region,999 yrs,999,8,999,5,0,0,1,2,688.9,1814
Central Region,999 yrs,999,13,999,3,0,0,2,1,1022.58,1271
Central Region,999 yrs,999,13,999,7,0,0,2,1,1022.58,1335
Central Region,999 yrs,999,13,999,7,0,0,2,1,1011.82,1364
Central Region,999 yrs,999,13,999,8,0,0,2,1,1011.82,1354
Central Region,999 yrs,999,13,999,11,0,0,2,1,1011.82,1383
Central Region,999 yrs,999,13,999,11,0,0,2,1,1011.82,1482
Central Region,999 yrs,999,13,999,14,0,0,2,1,1808.35,940
Central Region,999 yrs,999,9,999,3,0,0,2,0,613.55,1320
Central Region,999 yrs,999,9,999,4,0,0,2,0,398.27,1557
East Region,999 yrs,999,38,999,,0,1,0,1,1496.2,1023
East Region,99 yrs,99,6,93,7,0,2,0,1,592.02,1596
East Region,999 yrs,999,36,999,3,0,0,0,0,796.54,1073
East Region,999 yrs,999,36,999,4,0,0,0,0,753.48,1128
East Region,999 yrs,999,36,999,7,0,0,0,0,688.9,1216
East Region,999 yrs,999,36,999,9,0,0,0,0,1001.05,1428
East Region,999 yrs,999,15,999,1,0,0,1,0,1399.32,768
East Region,999 yrs,999,15,999,3,0,0,1,0,1280.92,800
East Region,999 yrs,999,15,999,8,0,0,1,0,2464.96,685
East Region,99 yrs,99,19,80,1,0,1,1,0,1345.5,669
East Region,99 yrs,99,19,80,3,0,1,1,0,1248.62,689
East Region,99 yrs,99,19,80,4,0,1,1,0,1786.82,672
East Region,999 yrs,999,15,999,1,0,0,1,0,1453.14,852
East Region,999 yrs,999,15,999,2,0,0,1,0,1334.74,847
East Region,99 yrs,99,7,92,5,0,1,1,0,1108.69,965
East Region,99 yrs,99,7,92,12,0,0,0,0,1184.04,1098
East Region,99 yrs,99,7,92,13,0,0,0,0,785.77,1082
Central Region,99 yrs,99,6,93,6,0,0,0,2,1356.26,1276
Central Region,99 yrs,99,6,93,13,0,0,0,2,1388.56,1282
Central Region,99 yrs,99,6,93,20,0,0,0,2,1571.54,1368
Central Region,99 yrs,99,27,72,3,1,1,1,2,1474.67,1031
Central Region,99 yrs,99,27,72,4,1,1,1,2,1517.72,975
West Region,99 yrs,99,21,78,4,0,1,2,2,1313.21,662
West Region,99 yrs,99,21,78,6,0,1,2,2,1323.97,642
West Region,99 yrs,99,21,78,6,0,1,2,2,1237.86,684
West Region,99 yrs,99,21,78,9,0,1,2,2,1248.62,697
West Region,999 yrs,999,16,999,7,1,0,1,0,1625.36,1300
West Region,999 yrs,999,16,999,8,1,0,1,0,1302.44,1190
Central Region,99 yrs,99,5,94,23,0,0,0,5,2260.44,3645
Central Region,99 yrs,99,5,94,23,0,0,0,5,2066.69,3413
Central Region,99 yrs,99,5,94,23,0,0,0,5,1797.59,3470
Central Region,99 yrs,99,5,94,23,0,0,0,5,1937.52,3002
Central Region,99 yrs,99,5,94,24,0,0,0,5,2002.1,3071
Central Region,99 yrs,99,5,94,24,0,0,0,5,2260.44,3316
Central Region,99 yrs,99,5,94,24,0,0,0,5,1593.07,3578
Central Region,99 yrs,99,5,94,24,0,0,0,5,2281.97,3257
Central Region,99 yrs,99,5,94,25,0,0,0,5,2368.08,3087
Central Region,99 yrs,99,5,94,25,0,0,0,5,2260.44,3389
Central Region,99 yrs,99,5,94,26,0,0,0,5,2260.44,3419
Central Region,99 yrs,99,5,94,26,0,0,0,5,1743.77,3414
Central Region,99 yrs,99,5,94,26,0,0,0,5,1593.07,3239
Central Region,99 yrs,99,5,94,27,0,0,0,5,2357.32,3097
Central Region,99 yrs,99,5,94,27,0,0,0,5,1872.94,3117
Central Region,99 yrs,99,5,94,27,0,0,0,5,2163.56,3235
Central Region,99 yrs,99,5,94,28,0,0,0,5,2260.44,3619
Central Region,99 yrs,99,5,94,28,0,0,0,5,1743.77,3320
Central Region,99 yrs,99,5,94,28,0,0,0,5,2120.51,3437
Central Region,99 yrs,99,5,94,29,0,0,0,5,2260.44,3340
Central Region,99 yrs,99,5,94,29,0,0,0,5,1743.77,3359
Central Region,99 yrs,99,5,94,29,0,0,0,5,1969.81,3401
Central Region,99 yrs,99,5,94,30,0,0,0,5,1743.77,3405
Central Region,99 yrs,99,5,94,30,0,0,0,5,1969.81,3300
Central Region,99 yrs,99,5,94,31,0,0,0,5,2260.44,3396
Central Region,99 yrs,99,5,94,31,0,0,0,5,1593.07,3486
Central Region,99 yrs,99,5,94,33,0,0,0,5,1313.21,3092
Central Region,99 yrs,99,5,94,33,0,0,0,5,1399.32,3454
Central Region,99 yrs,99,5,94,33,0,0,0,5,1915.99,3315
Central Region,99 yrs,99,5,94,33,0,0,0,5,1345.5,3462
Central Region,99 yrs,99,5,94,34,0,0,0,5,1313.21,3031
Central Region,99 yrs,99,5,94,34,0,0,0,5,1593.07,3487
Central Region,99 yrs,99,5,94,34,0,0,0,5,1625.36,3153
Central Region,99 yrs,99,5,94,34,0,0,0,5,1345.5,3390
Central Region,99 yrs,99,5,94,35,0,0,0,5,1313.21,3235
Central Region,99 yrs,99,5,94,35,0,0,0,5,1216.33,3090
Central Region,99 yrs,99,5,94,35,0,0,0,5,2098.98,3207
Central Region,99 yrs,99,5,94,35,0,0,0,5,1915.99,3311
Central Region,99 yrs,99,5,94,35,0,0,0,5,1593.07,3310
Central Region,99 yrs,99,5,94,35,0,0,0,5,1345.5,3127
