Planning_Region,Tenure_Type,Tenure_Length,Unit_Age,Residual_Life,Res_Floor_No,1KM_Cat1_School_Count,1KM_Cat2_School_Count,1KM_Cat3_School_Count,MRT_within_1Q,Area_SQFT,Unit_Price_PSF
Central Region,99 yrs,99,4,95,4,0,0,0,5,1001.05,2107
Central Region,99 yrs,99,4,95,4,0,0,0,5,678.13,2322
Central Region,99 yrs,99,4,95,4,0,0,0,5,731.95,2185
Central Region,99 yrs,99,4,95,4,0,0,0,5,1593.07,2156
Central Region,99 yrs,99,4,95,4,0,0,0,5,1162.51,2371
Central Region,99 yrs,99,4,95,4,0,0,0,5,1593.07,2189
Central Region,99 yrs,99,4,95,4,0,0,0,5,753.48,2167
Central Region,99 yrs,99,4,95,4,0,0,0,5,731.95,2161
Central Region,99 yrs,99,4,95,4,0,0,0,5,1162.51,2073
Central Region,99 yrs,99,4,95,5,0,0,0,5,1011.82,2103
Central Region,99 yrs,99,4,95,5,0,0,0,5,731.95,2198
Central Region,99 yrs,99,4,95,5,0,0,0,5,742.72,2189
Central Region,99 yrs,99,4,95,5,0,0,0,5,753.48,2174
Central Region,99 yrs,99,4,95,5,0,0,0,5,1162.51,2113
Central Region,99 yrs,99,4,95,6,0,0,0,5,1022.58,2100
Central Region,99 yrs,99,4,95,6,0,0,0,5,1496.2,2231
Central Region,99 yrs,99,4,95,6,0,0,0,5,753.48,2182
Central Region,99 yrs,99,4,95,6,0,0,0,5,1593.07,2170
Central Region,99 yrs,99,4,95,6,0,0,0,5,764.24,2168
Central Region,99 yrs,99,4,95,6,0,0,0,5,753.48,2146
Central Region,99 yrs,99,4,95,6,0,0,0,5,1162.51,2088
Central Region,99 yrs,99,4,95,7,0,0,0,5,1496.2,2117
Central Region,99 yrs,99,4,95,7,0,0,0,5,1593.07,2182
Central Region,99 yrs,99,4,95,7,0,0,0,5,1593.07,2195
Central Region,99 yrs,99,4,95,7,0,0,0,5,764.24,2241
Central Region,99 yrs,99,4,95,7,0,0,0,5,753.48,2154
Central Region,99 yrs,99,4,95,7,0,0,0,5,1162.51,2035
Central Region,99 yrs,99,4,95,8,0,0,0,5,753.48,2190
Central Region,99 yrs,99,4,95,8,0,0,0,5,753.48,2196
Central Region,99 yrs,99,4,95,8,0,0,0,5,721.19,2206
Central Region,99 yrs,99,4,95,9,0,0,0,5,753.48,2204
Central Region,99 yrs,99,4,95,9,0,0,0,5,1162.51,2114
Central Region,99 yrs,99,4,95,10,0,0,0,5,753.48,2213
Central Region,99 yrs,99,4,95,10,0,0,0,5,1162.51,2122
Central Region,99 yrs,99,4,95,11,0,0,0,5,764.24,2159
Central Region,99 yrs,99,4,95,11,0,0,0,5,742.72,2234
Central Region,99 yrs,99,4,95,11,0,0,0,5,742.72,2234
Central Region,99 yrs,99,4,95,11,0,0,0,5,667.37,2464
Central Region,99 yrs,99,4,95,11,0,0,0,5,1162.51,2197
Central Region,99 yrs,99,4,95,12,0,0,0,5,1011.82,2156
Central Region,99 yrs,99,4,95,12,0,0,0,5,3778.16,2134
Central Region,99 yrs,99,4,95,12,0,0,0,5,688.9,2373
Central Region,99 yrs,99,4,95,12,0,0,0,5,731.95,2258
Central Region,99 yrs,99,4,95,12,0,0,0,5,742.72,2242
Central Region,99 yrs,99,4,95,12,0,0,0,5,1162.51,2139
Central Region,99 yrs,99,4,95,13,0,0,0,5,1011.82,2164
Central Region,99 yrs,99,4,95,13,0,0,0,5,753.48,2188
Central Region,99 yrs,99,4,95,13,0,0,0,5,721.19,2273
Central Region,99 yrs,99,4,95,13,0,0,0,5,1593.07,2297
Central Region,99 yrs,99,4,95,13,0,0,0,5,1593.07,2285
Central Region,99 yrs,99,4,95,13,0,0,0,5,742.72,2250
Central Region,99 yrs,99,4,95,13,0,0,0,5,731.95,2226
Central Region,99 yrs,99,4,95,13,0,0,0,5,1205.57,2242
Central Region,99 yrs,99,4,95,13,0,0,0,5,1173.28,2171
Central Region,99 yrs,99,4,95,13,0,0,0,5,1162.51,2105
Central Region,99 yrs,99,4,95,13,0,0,0,5,1582.31,2346
Central Region,99 yrs,99,4,95,14,0,0,0,5,1001.05,2183
Central Region,99 yrs,99,4,95,14,0,0,0,5,742.72,2211
Central Region,99 yrs,99,4,95,14,0,0,0,5,710.42,2298
Central Region,99 yrs,99,4,95,14,0,0,0,5,731.95,2274
Central Region,99 yrs,99,4,95,14,0,0,0,5,1582.31,2479
Central Region,99 yrs,99,4,95,14,0,0,0,5,742.72,2256
Central Region,99 yrs,99,4,95,14,0,0,0,5,742.72,2219
Central Region,99 yrs,99,4,95,14,0,0,0,5,1162.51,2257
Central Region,99 yrs,99,4,95,14,0,0,0,5,1162.51,2091
Central Region,99 yrs,99,4,95,15,0,0,0,5,990.29,2203
Central Region,99 yrs,99,4,95,15,0,0,0,5,731.95,2234
Central Region,99 yrs,99,4,95,15,0,0,0,5,710.42,2305
Central Region,99 yrs,99,4,95,15,0,0,0,5,731.95,2282
Central Region,99 yrs,99,4,95,15,0,0,0,5,1593.07,2332
Central Region,99 yrs,99,4,95,15,0,0,0,5,1162.51,2531
Central Region,99 yrs,99,4,95,15,0,0,0,5,1582.31,2423
Central Region,99 yrs,99,4,95,15,0,0,0,5,753.48,2248
Central Region,99 yrs,99,4,95,15,0,0,0,5,753.48,2211
Central Region,99 yrs,99,4,95,15,0,0,0,5,1140.98,2321
Central Region,99 yrs,99,4,95,15,0,0,0,5,1162.51,2332
Central Region,99 yrs,99,4,95,15,0,0,0,5,1162.51,2160
Central Region,99 yrs,99,4,95,16,0,0,0,5,979.52,2292
Central Region,99 yrs,99,4,95,16,0,0,0,5,710.42,2274
Central Region,99 yrs,99,4,95,16,0,0,0,5,710.42,2314
Central Region,99 yrs,99,4,95,16,0,0,0,5,1582.31,2405
Central Region,99 yrs,99,4,95,16,0,0,0,5,1582.31,2442
Central Region,99 yrs,99,4,95,16,0,0,0,5,1140.98,2330
Central Region,99 yrs,99,4,95,17,0,0,0,5,979.52,2231
Central Region,99 yrs,99,4,95,17,0,0,0,5,699.66,2299
Central Region,99 yrs,99,4,95,17,0,0,0,5,699.66,2339
Central Region,99 yrs,99,4,95,17,0,0,0,5,1582.31,2572
Central Region,99 yrs,99,4,95,17,0,0,0,5,1593.07,2532
Central Region,99 yrs,99,4,95,17,0,0,0,5,753.48,2263
Central Region,99 yrs,99,4,95,17,0,0,0,5,775.01,2196
Central Region,99 yrs,99,4,95,17,0,0,0,5,1205.57,2497
Central Region,99 yrs,99,4,95,17,0,0,0,5,1173.28,2347
Central Region,99 yrs,99,4,95,17,0,0,0,5,1162.51,2253
Central Region,99 yrs,99,4,95,18,0,0,0,5,979.52,2239
Central Region,99 yrs,99,4,95,18,0,0,0,5,688.9,2361
Central Region,99 yrs,99,4,95,18,0,0,0,5,699.66,2347
Central Region,99 yrs,99,4,95,18,0,0,0,5,742.72,2300
Central Region,99 yrs,99,4,95,18,0,0,0,5,1582.31,2440
Central Region,99 yrs,99,4,95,18,0,0,0,5,1162.51,2596
Central Region,99 yrs,99,4,95,18,0,0,0,5,1593.07,2348
Central Region,99 yrs,99,4,95,18,0,0,0,5,753.48,2271
Central Region,99 yrs,99,4,95,18,0,0,0,5,785.77,2188
Central Region,99 yrs,99,4,95,18,0,0,0,5,1205.57,2414
Central Region,99 yrs,99,4,95,18,0,0,0,5,1173.28,2289
Central Region,99 yrs,99,4,95,18,0,0,0,5,1162.51,2264
Central Region,99 yrs,99,4,95,18,0,0,0,5,2249.68,3088
Central Region,99 yrs,99,4,95,18,0,0,0,5,1582.31,2435
Central Region,99 yrs,99,4,95,19,0,0,0,5,699.66,2314
Central Region,99 yrs,99,4,95,19,0,0,0,5,667.37,2468
Central Region,99 yrs,99,4,95,19,0,0,0,5,1582.31,2459
Central Region,99 yrs,99,4,95,19,0,0,0,5,1582.31,2465
Central Region,99 yrs,99,4,95,19,0,0,0,5,753.48,2279
Central Region,99 yrs,99,4,95,19,0,0,0,5,785.77,2195
Central Region,99 yrs,99,4,95,19,0,0,0,5,1173.28,2302
Central Region,99 yrs,99,4,95,19,0,0,0,5,1162.51,2349
Central Region,99 yrs,99,4,95,19,0,0,0,5,1582.31,2453
Central Region,99 yrs,99,4,95,20,0,0,0,5,990.29,2321
Central Region,99 yrs,99,4,95,20,0,0,0,5,699.66,2322
Central Region,99 yrs,99,4,95,20,0,0,0,5,753.48,2320
Central Region,99 yrs,99,4,95,20,0,0,0,5,1593.07,2370
Central Region,99 yrs,99,4,95,20,0,0,0,5,1162.51,2677
Central Region,99 yrs,99,4,95,20,0,0,0,5,1582.31,2488
Central Region,99 yrs,99,4,95,20,0,0,0,5,753.48,2285
Central Region,99 yrs,99,4,95,20,0,0,0,5,785.77,2270
Central Region,99 yrs,99,4,95,20,0,0,0,5,1205.57,2391
Central Region,99 yrs,99,4,95,20,0,0,0,5,1162.51,2398
Central Region,99 yrs,99,4,95,20,0,0,0,5,1162.51,2290
Central Region,99 yrs,99,4,95,20,0,0,0,5,1593.07,2530
Central Region,99 yrs,99,4,95,21,0,0,0,5,1001.05,2319
Central Region,99 yrs,99,4,95,21,0,0,0,5,710.42,2355
Central Region,99 yrs,99,4,95,21,0,0,0,5,753.48,2294
Central Region,99 yrs,99,4,95,21,0,0,0,5,1162.51,2610
Central Region,99 yrs,99,4,95,21,0,0,0,5,1582.31,2667
Central Region,99 yrs,99,4,95,21,0,0,0,5,753.48,2347
Central Region,99 yrs,99,4,95,21,0,0,0,5,775.01,2224
Central Region,99 yrs,99,4,95,21,0,0,0,5,1140.98,2353
Central Region,99 yrs,99,4,95,21,0,0,0,5,1162.51,2411
Central Region,99 yrs,99,4,95,22,0,0,0,5,1022.58,2375
Central Region,99 yrs,99,4,95,22,0,0,0,5,721.19,2302
Central Region,99 yrs,99,4,95,22,0,0,0,5,1162.51,2624
Central Region,99 yrs,99,4,95,22,0,0,0,5,753.48,2300
Central Region,99 yrs,99,4,95,22,0,0,0,5,775.01,2230
Central Region,99 yrs,99,4,95,22,0,0,0,5,1140.98,2367
Central Region,99 yrs,99,4,95,22,0,0,0,5,1162.51,2499
Central Region,99 yrs,99,4,95,22,0,0,0,5,1162.51,2339
Central Region,99 yrs,99,4,95,23,0,0,0,5,1033.34,2302
Central Region,99 yrs,99,4,95,23,0,0,0,5,731.95,2291
Central Region,99 yrs,99,4,95,23,0,0,0,5,699.66,2385
Central Region,99 yrs,99,4,95,23,0,0,0,5,753.48,2344
Central Region,99 yrs,99,4,95,23,0,0,0,5,764.24,2269
Central Region,99 yrs,99,4,95,23,0,0,0,5,764.24,2253
Central Region,99 yrs,99,4,95,23,0,0,0,5,1140.98,2380
Central Region,99 yrs,99,4,95,23,0,0,0,5,1173.28,2353
Central Region,99 yrs,99,4,95,24,0,0,0,5,1044.11,2337
Central Region,99 yrs,99,4,95,24,0,0,0,5,742.72,2299
Central Region,99 yrs,99,4,95,24,0,0,0,5,699.66,2394
Central Region,99 yrs,99,4,95,24,0,0,0,5,753.48,2314
Central Region,99 yrs,99,4,95,24,0,0,0,5,1151.75,2742
Central Region,99 yrs,99,4,95,24,0,0,0,5,753.48,2275
Central Region,99 yrs,99,4,95,24,0,0,0,5,1205.57,2383
Central Region,99 yrs,99,4,95,24,0,0,0,5,1162.51,2411
Central Region,99 yrs,99,4,95,24,0,0,0,5,2249.68,3105
Central Region,99 yrs,99,4,95,25,0,0,0,5,1054.87,2371
Central Region,99 yrs,99,4,95,25,0,0,0,5,753.48,2292
Central Region,99 yrs,99,4,95,25,0,0,0,5,710.42,2382
Central Region,99 yrs,99,4,95,25,0,0,0,5,753.48,2323
Central Region,99 yrs,99,4,95,25,0,0,0,5,764.24,2283
Central Region,99 yrs,99,4,95,25,0,0,0,5,753.48,2283
Central Region,99 yrs,99,4,95,25,0,0,0,5,1205.57,2408
Central Region,99 yrs,99,4,95,25,0,0,0,5,1173.28,2342
Central Region,99 yrs,99,4,95,25,0,0,0,5,1162.51,2500
Central Region,99 yrs,99,4,95,26,0,0,0,5,1065.64,2298
Central Region,99 yrs,99,4,95,26,0,0,0,5,764.24,2284
Central Region,99 yrs,99,4,95,26,0,0,0,5,721.19,2385
Central Region,99 yrs,99,4,95,26,0,0,0,5,753.48,2331
Central Region,99 yrs,99,4,95,26,0,0,0,5,764.24,2313
Central Region,99 yrs,99,4,95,26,0,0,0,5,753.48,2289
Central Region,99 yrs,99,4,95,26,0,0,0,5,1205.57,2532
Central Region,99 yrs,99,4,95,26,0,0,0,5,1162.51,2550
Central Region,99 yrs,99,4,95,27,0,0,0,5,1065.64,2380
Central Region,99 yrs,99,4,95,27,0,0,0,5,775.01,2301
Central Region,99 yrs,99,4,95,27,0,0,0,5,764.24,2584
Central Region,99 yrs,99,4,95,27,0,0,0,5,1140.98,2526
Central Region,99 yrs,99,4,95,27,0,0,0,5,1162.51,2468
Central Region,99 yrs,99,4,95,27,0,0,0,5,1560.78,3049
Central Region,99 yrs,99,4,95,28,0,0,0,5,775.01,2313
Central Region,99 yrs,99,4,95,28,0,0,0,5,753.48,2345
Central Region,99 yrs,99,4,95,28,0,0,0,5,764.24,2328
Central Region,99 yrs,99,4,95,28,0,0,0,5,753.48,2304
Central Region,99 yrs,99,4,95,28,0,0,0,5,1140.98,2538
Central Region,99 yrs,99,4,95,28,0,0,0,5,1162.51,2654
Central Region,99 yrs,99,4,95,29,0,0,0,5,775.01,2326
Central Region,99 yrs,99,4,95,29,0,0,0,5,753.48,2353
Central Region,99 yrs,99,4,95,29,0,0,0,5,764.24,2336
Central Region,99 yrs,99,4,95,29,0,0,0,5,764.24,2296
Central Region,99 yrs,99,4,95,29,0,0,0,5,1140.98,2560
Central Region,99 yrs,99,4,95,30,0,0,0,5,753.48,2387
Central Region,99 yrs,99,4,95,30,0,0,0,5,1582.31,2834
Central Region,99 yrs,99,4,95,30,0,0,0,5,764.24,2342
Central Region,99 yrs,99,4,95,30,0,0,0,5,775.01,2286
Central Region,99 yrs,99,4,95,30,0,0,0,5,1205.57,2596
Central Region,99 yrs,99,4,95,30,0,0,0,5,1162.51,2649
Central Region,99 yrs,99,4,95,31,0,0,0,5,742.72,2413
Central Region,99 yrs,99,4,95,31,0,0,0,5,1162.51,2904
Central Region,99 yrs,99,4,95,31,0,0,0,5,764.24,2351
Central Region,99 yrs,99,4,95,31,0,0,0,5,775.01,2292
Central Region,99 yrs,99,4,95,31,0,0,0,5,1205.57,2617
Central Region,99 yrs,99,4,95,32,0,0,0,5,1011.82,2431
Central Region,99 yrs,99,4,95,32,0,0,0,5,1593.07,2861
Central Region,99 yrs,99,4,95,32,0,0,0,5,764.24,2371
Central Region,99 yrs,99,4,95,32,0,0,0,5,1205.57,2635
Central Region,99 yrs,99,4,95,32,0,0,0,5,1162.51,2682
Central Region,99 yrs,99,4,95,33,0,0,0,5,6566.04,3000
Central Region,999 yrs,999,7,999,8,0,1,1,1,527.44,1627
Central Region,99 yrs,99,28,71,1,0,1,2,2,925.7,1213
Central Region,99 yrs,99,28,71,2,0,1,2,2,990.29,1272
Central Region,99 yrs,99,28,71,5,0,1,2,2,1173.28,1196
Central Region,99 yrs,99,28,71,5,0,1,2,2,1087.16,1150
Central Region,99 yrs,99,28,71,8,0,1,2,2,1087.16,1269
Central Region,99 yrs,99,28,71,9,0,1,2,2,925.7,1307
Central Region,999 yrs,999,6,999,7,0,0,0,0,2647.94,2190
Central Region,999 yrs,999,6,999,8,0,0,0,0,2109.74,2346
Central Region,999 yrs,999,60,999,,0,0,1,0,37131.49,2505
Central Region,999 yrs,999,12,999,1,0,0,1,0,548.96,1193
Central Region,999 yrs,999,12,999,1,0,0,1,0,613.55,1040
Central Region,999 yrs,999,23,999,2,0,0,0,1,1636.13,1331
Central Region,999 yrs,999,23,999,5,0,0,0,1,1151.75,1476
Central Region,999 yrs,999,23,999,6,0,0,0,1,1636.13,1439
Central Region,999 yrs,999,23,999,9,0,0,0,1,1636.13,1357
Central Region,999 yrs,999,23,999,10,0,0,0,1,1636.13,1450
Central Region,999 yrs,999,23,999,11,0,0,0,1,1151.75,1563
Central Region,999 yrs,999,23,999,12,0,0,0,1,1582.31,1574
Central Region,999 yrs,999,23,999,21,0,0,0,1,1151.75,1433
Central Region,999 yrs,999,23,999,24,0,0,0,1,1915.99,1592
Central Region,999 yrs,999,23,999,24,0,0,0,1,1743.77,1720
Central Region,999 yrs,999,23,999,28,0,0,0,1,3153.85,1554
East Region,99 yrs,99,5,94,2,0,0,2,0,452.09,1206
East Region,99 yrs,99,5,94,2,0,0,2,0,452.09,1294
East Region,99 yrs,99,5,94,4,0,0,2,0,495.14,1151
East Region,99 yrs,99,7,92,2,0,0,0,0,1130.22,973
East Region,99 yrs,99,7,92,2,0,0,0,0,1184.04,971
East Region,99 yrs,99,7,92,10,0,0,0,0,785.77,923
North East Region,99 yrs,99,3,96,6,0,0,1,0,721.19,1248
North East Region,99 yrs,99,5,94,4,0,0,3,2,430.56,1452
North East Region,99 yrs,99,5,94,4,0,0,3,2,990.29,1171
Central Region,999 yrs,999,29,999,2,1,0,0,1,1894.46,1631
Central Region,999 yrs,999,29,999,2,1,0,0,1,2023.63,1482
Central Region,999 yrs,999,29,999,10,1,0,0,1,2163.56,1479
West Region,99 yrs,99,21,78,3,0,0,3,1,1162.51,671
West Region,99 yrs,99,21,78,6,0,0,3,1,1259.39,675
West Region,99 yrs,99,21,78,8,0,0,3,1,1259.39,695
West Region,99 yrs,99,21,78,10,0,0,3,1,1259.39,691
West Region,99 yrs,99,21,78,11,0,0,3,1,1173.28,706
West Region,99 yrs,99,21,78,15,0,0,3,1,1162.51,696
West Region,99 yrs,99,21,78,16,0,0,3,1,1474.67,648
North East Region,99 yrs,99,5,94,8,0,1,1,0,1367.03,1026
North East Region,99 yrs,99,5,94,5,0,2,2,4,1313.21,1218
Central Region,99 yrs,99,22,77,3,0,0,3,1,1044.11,929
Central Region,99 yrs,99,22,77,6,0,0,3,1,1259.39,993
Central Region,99 yrs,99,22,77,6,0,0,3,1,1087.16,966
Central Region,999 yrs,999,23,999,2,0,0,0,0,796.54,2071
Central Region,999 yrs,999,23,999,7,0,0,0,0,1033.34,2013
Central Region,999 yrs,999,12,999,2,0,1,1,0,1625.36,1821
Central Region,999 yrs,999,12,999,8,0,1,1,0,1560.78,1922
Central Region,999 yrs,999,12,999,10,0,1,1,0,1625.36,1938
Central Region,999 yrs,999,17,999,3,0,2,1,2,2238.91,1523
Central Region,999 yrs,999,11,999,4,0,0,3,0,925.7,1253
Central Region,999 yrs,999,11,999,5,0,0,3,0,1237.86,1115
Central Region,999 yrs,999,11,999,10,0,0,3,0,925.7,1350
North East Region,999 yrs,999,5,999,5,0,0,2,1,581.26,1356
Central Region,999 yrs,999,7,999,3,0,0,1,1,527.44,1346
Central Region,999 yrs,999,7,999,3,0,0,1,1,452.09,1427
Central Region,999 yrs,999,7,999,5,0,0,1,0,861.12,1124
Central Region,999 yrs,999,7,999,6,0,0,1,0,452.09,1261
Central Region,999 yrs,999,7,999,6,0,0,1,0,430.56,1133
Central Region,999 yrs,999,7,999,7,0,0,1,0,1054.87,777
Central Region,999 yrs,999,7,999,7,0,0,1,0,1033.34,697
Central Region,99 yrs,99,11,88,19,0,0,1,2,2604.89,1612
East Region,999 yrs,999,14,999,4,0,1,1,0,1280.92,1171
East Region,99 yrs,99,20,79,7,0,0,1,2,1216.33,945
East Region,99 yrs,99,20,79,13,0,0,1,2,1194.8,988
East Region,999 yrs,999,18,999,1,0,0,0,2,1754.53,1129
East Region,99 yrs,99,16,83,8,0,0,1,0,1453.14,853
North East Region,99 yrs,99,22,77,13,0,0,0,0,1248.62,705
North East Region,99 yrs,99,8,91,7,0,0,2,1,1065.64,1153
North East Region,99 yrs,99,8,91,16,0,0,2,1,1065.64,1162
North East Region,99 yrs,99,10,89,12,0,0,0,1,1280.92,1288
Central Region,999 yrs,999,11,999,3,0,0,0,1,882.65,1733
Central Region,999 yrs,999,11,999,6,0,0,0,1,1184.04,1774
Central Region,999 yrs,999,11,999,7,0,0,0,1,882.65,1790
Central Region,999 yrs,999,11,999,8,0,0,0,1,882.65,1799
North East Region,99 yrs,99,6,93,3,0,0,0,2,882.65,963
North East Region,99 yrs,99,6,93,15,0,0,0,2,1130.22,1044
North East Region,99 yrs,99,6,93,16,0,0,0,2,1130.22,1044
North East Region,99 yrs,99,6,93,21,0,0,0,2,882.65,1008
Central Region,99 yrs,99,17,82,4,0,0,0,0,6135.48,1027
Central Region,999 yrs,999,26,999,7,0,1,1,1,1506.96,1858
Central Region,999 yrs,999,26,999,12,0,1,1,1,1280.92,1907
Central Region,999 yrs,999,26,999,13,0,1,1,1,1280.92,1881
Central Region,999 yrs,999,26,999,13,0,1,1,1,1345.5,1843
Central Region,999 yrs,999,26,999,26,0,1,1,1,1560.78,1890
Central Region,999 yrs,999,26,999,31,0,1,1,1,1506.96,2077
Central Region,999 yrs,999,26,999,32,0,1,1,1,1506.96,2031
Central Region,999 yrs,999,24,999,9,0,1,1,0,1700.71,1588
Central Region,999 yrs,999,24,999,14,0,1,1,0,1808.35,1814
Central Region,999 yrs,999,24,999,18,0,1,1,0,1700.71,1617
Central Region,999 yrs,999,13,999,5,0,0,0,1,2303.5,2561
Central Region,999 yrs,999,13,999,6,0,0,0,1,2292.73,2355
Central Region,999 yrs,999,13,999,6,0,0,0,1,1765.3,2549
Central Region,999 yrs,999,13,999,16,0,0,0,1,1765.3,2606
Central Region,999 yrs,999,13,999,17,0,0,0,1,2303.5,2605
Central Region,999 yrs,999,13,999,19,0,0,0,1,1765.3,2577
Central Region,999 yrs,999,27,999,1,0,0,0,0,1313.21,1409
Central Region,999 yrs,999,27,999,2,0,0,0,0,1399.32,1429
Central Region,999 yrs,999,27,999,3,0,0,0,0,1829.88,1489
Central Region,999 yrs,999,27,999,,0,0,0,0,1840.64,1475
Central Region,999 yrs,999,14,999,9,0,2,1,2,1108.69,1822
Central Region,999 yrs,999,14,999,22,0,2,1,2,1033.34,1800
Central Region,999 yrs,999,14,999,26,0,2,1,2,1539.25,2209
Central Region,999 yrs,999,14,999,26,0,2,1,2,1033.34,1964
Central Region,999 yrs,999,14,999,28,0,2,1,2,2249.68,1845
Central Region,999 yrs,999,14,999,33,0,2,1,2,2066.69,2032
Central Region,999 yrs,999,24,999,4,0,1,1,0,1689.95,1065
Central Region,999 yrs,999,24,999,6,0,1,1,0,1689.95,1065
Central Region,999 yrs,999,24,999,7,0,1,1,0,1689.95,1053
East Region,999 yrs,999,7,999,9,0,0,1,0,1011.82,1334
Central Region,999 yrs,999,12,999,2,0,0,3,0,990.29,1084
Central Region,999 yrs,999,12,999,4,0,0,3,0,990.29,1083
Central Region,999 yrs,999,19,999,3,0,0,3,0,914.94,1344
Central Region,999 yrs,999,19,999,5,0,0,3,0,914.94,1404
Central Region,999 yrs,999,19,999,6,0,0,3,0,1184.04,1309
Central Region,999 yrs,999,19,999,13,0,0,3,0,1140.98,1512
East Region,999 yrs,999,25,999,4,0,0,0,0,1237.86,1317
East Region,99 yrs,99,6,93,3,0,0,1,0,1076.4,873
East Region,99 yrs,99,6,93,6,0,0,1,0,1076.4,892
East Region,99 yrs,99,6,93,6,0,0,1,0,484.38,1133
East Region,99 yrs,99,6,93,7,0,0,1,0,1797.59,757
East Region,99 yrs,99,7,92,2,0,0,0,0,1130.22,947
East Region,99 yrs,99,7,92,5,0,0,0,0,1130.22,1010
East Region,99 yrs,99,7,92,8,0,0,0,0,785.77,1044
East Region,99 yrs,99,7,92,8,0,0,0,0,1184.04,1085
Central Region,999 yrs,999,12,999,2,0,0,1,0,947.23,1201
Central Region,999 yrs,999,12,999,5,0,0,1,0,1227.1,1182
Central Region,999 yrs,999,12,999,7,0,0,1,0,1227.1,1263
Central Region,999 yrs,999,12,999,9,0,0,1,0,947.23,1182
Central Region,999 yrs,999,12,999,12,0,0,1,0,947.23,1233
Central Region,999 yrs,999,12,999,13,0,0,1,0,947.23,1214
Central Region,999 yrs,999,12,999,15,0,0,1,0,1227.1,1296
Central Region,999 yrs,999,12,999,17,0,0,1,0,947.23,1204
North East Region,99 yrs,99,7,92,2,1,0,1,0,1420.85,1228
North East Region,999 yrs,999,10,999,2,0,1,1,1,1184.04,1182
Central Region,99 yrs,99,21,78,2,1,0,0,1,968.76,1032
Central Region,99 yrs,99,21,78,5,1,0,0,1,968.76,1032
Central Region,99 yrs,99,21,78,8,1,0,0,1,1140.98,1139
Central Region,99 yrs,99,21,78,17,1,0,0,1,1140.98,1147
Central Region,99 yrs,102,40,62,1,0,0,0,2,1862.17,806
West Region,999 yrs,999,20,999,1,0,0,0,1,1646.89,1050
Central Region,999 yrs,929,24,999,3,0,1,0,1,1194.8,1816
Central Region,999 yrs,929,24,999,7,0,1,0,1,505.91,2075
Central Region,999 yrs,929,24,999,7,0,1,0,1,1528.49,1623
Central Region,999 yrs,929,24,999,9,0,1,0,1,1054.87,1830
Central Region,999 yrs,929,24,999,9,0,1,0,1,1054.87,1742
Central Region,999 yrs,929,24,999,16,0,1,0,1,1054.87,1849
Central Region,99 yrs,99,41,58,2,0,1,0,0,699.66,1058
Central Region,99 yrs,99,41,58,3,0,1,0,0,1711.48,1011
Central Region,99 yrs,99,41,58,7,0,1,0,0,1905.23,979
Central Region,999 yrs,999,9,999,21,0,2,2,1,1345.5,2051
Central Region,999 yrs,999,11,999,2,0,0,2,0,1205.57,1344
Central Region,999 yrs,999,11,999,4,0,0,2,0,1754.53,1439
Central Region,999 yrs,999,11,999,5,0,0,2,0,1065.64,1464
Central Region,999 yrs,999,11,999,8,0,0,2,0,1754.53,1456
Central Region,999 yrs,999,11,999,9,0,0,2,0,1754.53,1453
Central Region,999 yrs,999,11,999,9,0,0,2,0,710.42,1447
Central Region,999 yrs,999,11,999,11,0,0,2,0,1065.64,1516
Central Region,999 yrs,999,13,999,5,0,2,2,1,559.73,2233
Central Region,999 yrs,999,13,999,9,0,2,2,1,968.76,2064
Central Region,999 yrs,999,13,999,10,0,2,2,1,968.76,1858
Central Region,999 yrs,999,13,999,17,0,2,2,1,559.73,2233
Central Region,999 yrs,999,13,999,19,0,2,2,1,893.41,2239
Central Region,999 yrs,999,13,999,28,0,2,2,1,968.76,1982
Central Region,999 yrs,999,13,999,30,0,2,2,1,893.41,2250
Central Region,999 yrs,999,23,999,2,0,0,1,1,1140.98,855
Central Region,999 yrs,999,23,999,5,0,0,1,1,1044.11,876
East Region,999 yrs,999,36,999,14,0,0,0,0,893.41,1388
East Region,99 yrs,99,6,93,13,0,9,0,1,882.65,1422
East Region,99 yrs,99,5,94,8,0,0,1,0,742.72,969
East Region,99 yrs,99,5,94,8,0,0,1,0,462.85,1113
East Region,99 yrs,99,6,93,1,0,1,1,0,1399.32,872
East Region,99 yrs,99,6,93,3,0,1,1,0,1065.64,1004
East Region,99 yrs,99,6,93,4,0,1,1,0,775.01,1030
East Region,99 yrs,99,6,93,10,0,1,1,0,764.24,1178
East Region,999 yrs,999,16,999,3,0,0,2,0,1108.69,940
East Region,999 yrs,999,16,999,16,0,0,2,0,1291.68,952
East Region,99 yrs,99,7,92,1,0,1,0,0,1539.25,747
East Region,99 yrs,99,7,92,1,0,1,0,0,1302.44,766
East Region,99 yrs,99,7,92,1,0,1,0,0,1001.05,827
East Region,99 yrs,99,7,92,7,0,1,0,0,1291.68,883
East Region,99 yrs,99,7,92,10,0,1,0,0,1291.68,929
East Region,99 yrs,99,7,92,10,0,1,0,0,807.3,936
East Region,99 yrs,99,7,92,11,0,1,0,0,807.3,954
East Region,99 yrs,99,7,92,13,0,1,0,0,807.3,954
East Region,99 yrs,99,21,78,1,0,1,0,0,1786.82,811
East Region,99 yrs,99,21,78,9,0,1,0,0,1496.2,869
North East Region,999 yrs,999,14,999,4,0,0,1,0,1044.11,1101
